,kAP,kPA,konA
0,0.0001502680288840815,0.017395888449187328,0.004169389385126701
1,0.0184722667312339,0.001618578587811251,0.06372005071246635
2,0.0011527754225781287,0.0004765819234772549,0.002218166332184274
3,0.00045442615541594326,0.0002794102162168334,0.002682085299941234
4,0.09888567194987724,0.036554353021219274,0.0012788856138308095
5,0.0019253829538648604,0.006865522771663226,0.030812281542310988
6,0.06005537083077751,0.01772048940105322,0.008493186277032086
7,0.005285224167779069,0.000552367382359482,0.0041270030456474985
8,0.008375309931934131,0.0003168225896105013,0.011204447271652538
9,0.0006762742774895817,0.03177232870214583,0.02177852353640336
10,0.00027742652483738037,0.0002607766018769523,0.013961375630562827
11,0.00013962552325421233,0.0001531008157667016,0.0015643236375385112
12,0.027948080337810058,0.00012254507362260937,0.09174849629525296
13,0.04986116067220993,0.0005231596349072076,0.030872400441149646
14,0.0008830471056051818,0.009894887070930976,0.01831951342287171
15,0.023086657846684608,0.006296874420726218,0.02271503059859966
16,0.0002196556296492965,0.015849194670574305,0.03988077111477738
17,0.00793730101095934,0.00020145813064675582,0.002510100567318322
18,0.00026090848262507875,0.012928536573734738,0.016646176602596627
19,0.00015827317618444952,0.0058912444362935815,0.011812774982080887
20,0.010018527160161229,0.06894138967044525,0.03860199222759688
21,0.004067493693027595,0.08779205551729936,0.04243789016199307
22,0.001421270290188677,0.06087055765439278,0.0010312720250529265
23,0.0001839687101714214,0.020258626645584574,0.005145598400293006
24,0.013039129313582577,0.0036887459060858203,0.004949200487488075
25,0.0027762825749280645,0.0929357660231627,0.009683105239588945
26,0.057330467410000197,0.02832343025781685,0.005969228892588568
27,0.060001899390376416,0.012790799487635012,0.011305768086907189
28,0.0001453488054261316,0.0001681133361692422,0.027727143927715393
29,0.01620990061739568,0.00016731107760913219,0.025200006930877334
30,0.00581584549437087,0.0008512581116603692,0.08885542852774139
31,0.0016316053306816964,0.0020906057489520945,0.0022980475195259996
32,0.00018294088818254992,0.001040131528643525,0.09624317939740604
33,0.000241766361489697,0.00016306470824224375,0.02241203120776375
34,0.00892405622596163,0.007565609010780817,0.023069645200767014
35,0.03613589240415778,0.0008634176853812064,0.008777789895158363
36,0.07443251698931891,0.0014975651094105047,0.029394257591835053
37,0.00011278961587363258,0.0038130241386751516,0.006024877421692596
38,0.0009231396729157537,0.00014468535753638863,0.05254524212347173
39,0.00014022071387446232,0.022380945857944715,0.031000566459187136
40,0.042925185248903125,0.02159591342259979,0.006138694150368979
41,0.00041162693734306553,0.00023070217334303188,0.008387522240862392
42,0.002137107794713103,0.006238253875954428,0.0025141155756097273
43,0.0002941661379607179,0.0002556318606568609,0.03459254499968385
44,0.004187858269259938,0.004721470581708011,0.017532925479870013
45,0.06802119995781285,0.03774909347628029,0.006075077011582028
46,0.036332652754802915,0.027912253176313833,0.019425378843589997
47,0.0019712838691853057,0.0009657120303819488,0.007497050760514162
48,0.0002821962334032869,0.0018841680700886338,0.01743107292704589
49,0.002084380960470415,0.0006773371124910171,0.010060429014822379
50,0.0032986762877177302,0.004472247852171755,0.012846611527265928
51,0.003701109278986289,0.024460906654610613,0.00286791456769256
52,0.006074311768680158,0.00019436546027006276,0.006759333020523005
53,0.020785354836595035,0.001039263933122326,0.001568174305785771
54,0.00018827045113493275,0.00012798103566789973,0.010662906025297925
55,0.0012162709922852713,0.00022075729670108403,0.0010283220477389486
56,0.003756198401044884,0.000450888890322886,0.07227765287886813
57,0.0017211027924550599,0.0008162664426062673,0.008529211098666797
58,0.012183190933536587,0.0986339056445056,0.006839463624569969
59,0.00010325957887581856,0.09669274975904209,0.003127939458306582
60,0.00019283363385739013,0.03755923862301115,0.022472735473744034
61,0.0001472936849915676,0.00017309479469558524,0.08810306686100201
62,0.001987183630339264,0.0017945577569786159,0.007414557115774487
63,0.012717756347994597,0.0003517958289147678,0.012473789386767626
64,0.013391136059536516,0.08583829131143467,0.043695948476799376
65,0.0018153922240748944,0.01622046437717733,0.09450682222047029
66,0.0018286788918551813,0.053579385111897415,0.012118515246928665
67,0.002818104487690377,0.0020365304478424957,0.0010190933916281845
68,0.0003090500516933827,0.0014948572008078415,0.02610713294268869
69,0.0007919082902909465,0.0038712927430195475,0.0047153197607099975
70,0.0002040755123341063,0.00013788491033335195,0.001677439487352119
71,0.000602930339704209,0.006386159757437965,0.0011039249795911535
72,0.03839851566480797,0.06583384590277368,0.0028556945211738933
73,0.02092519308980262,0.009534977167403409,0.003308345547705923
74,0.09919945396003527,0.036106872541540706,0.0012027639025149362
75,0.012267733502582083,0.0004412380181196461,0.02192244458548112
76,0.0008018456778667139,0.00015371398832088684,0.09695768389015941
77,0.0008643787670874087,0.00031343661550271216,0.051994709002367884
78,0.0031595605096056494,0.009171463830787242,0.012947437536450928
79,0.06419282983962668,0.06471055322681103,0.0363586185900471
80,0.00025631309456324036,0.0007224647846637494,0.01744096535198617
81,0.005047456024650698,0.0009869848561959275,0.003342484669282732
82,0.030293020571403203,0.077024336350402,0.0029579531944879537
83,0.00021276165066704594,0.00022327240247295622,0.0072177883188068
84,0.0005205458882309058,0.002779842109177914,0.006717928324352561
85,0.041280390043648946,0.055563701378384504,0.002574928417246116
86,0.033726146504110995,0.0022440210740283096,0.01989198731156312
87,0.0017655921060621793,0.0012632204486929313,0.011312357752614195
88,0.003584425044368682,0.00022594817221936836,0.04318250806341428
89,0.002964442159603337,0.0006266235031977918,0.07035925204760955
90,0.00144335759176407,0.001388867025268334,0.001424615159974925
91,0.012966546713693518,0.00010695079125743655,0.011746116124178852
92,0.004282066117803997,0.0009742945912146201,0.06309159551391481
93,0.0003646721201158473,0.0001102221226281906,0.012348209573847116
94,0.00033099408358267104,0.00025585081435498293,0.011113847183585235
95,0.00014896233505070833,0.005709347827252869,0.0011900998131543358
96,0.0024250197719509585,0.0008277211705349389,0.007223575874465118
97,0.03721342815034974,0.003272870056718135,0.0026446755839921155
98,0.0594978472047645,0.0025091752775238093,0.003580298078125578
99,0.032144090118412,0.006195441717271999,0.04535197038803745
100,0.00030716808252807197,0.0016557451519848226,0.022744150096648312
101,0.00013938807263785688,0.005569044304483991,0.09600890125321751
102,0.025301911889326692,0.010108760640748744,0.003852496061026533
103,0.0012900276179893557,0.01126952962214854,0.026544746819455983
104,0.004340859721294737,0.011795675690332933,0.05996672344945888
105,0.00012450206301400747,0.00204641627107083,0.002084774644804056
106,0.0017250565643738996,0.004416273570616383,0.04692668967701117
107,0.03198827806970212,0.029359321909122788,0.09156558469365315
108,0.0024225584643634947,0.00022515950778976646,0.0015895848974755173
109,0.000637423370175758,0.000240185142435346,0.0032624182870846694
110,0.00108031095601083,0.0009195133484106423,0.005554740198919344
111,0.00024941515179253753,0.0003486947122931901,0.007331360010267413
112,0.00023611380555213688,0.0021392871403664742,0.010069340469092624
113,0.006401907654885431,0.0013914187268888032,0.030088924905378546
114,0.00011901566685249605,0.0017985283921952274,0.02196992102682684
115,0.0020476663506225606,0.0009218925927052381,0.0660629342132083
116,0.004381242115133054,0.0002070008027040121,0.003889581039107377
117,0.0027317756065288246,0.01604494510535186,0.005531621372941529
118,0.0006448807189297562,0.027597246946700783,0.0663060869485978
119,0.013651426570398995,0.00011788524806660542,0.0040329929582482915
120,0.015364654065187187,0.00012478366905760348,0.0027726458639725834
121,0.0004227283312143977,0.0006145430633443821,0.01295592342511292
122,0.044739827944670504,0.0007886416464166579,0.0055024228943291375
123,0.0164604330672144,0.004341723550990789,0.04838206138780998
124,0.00013148829866354238,0.0002717065718575743,0.001905493480908696
125,0.07583220091847795,0.00035483380409385187,0.0010726396063212237
126,0.0007858777206448848,0.06397924218101292,0.003929672914059991
127,0.0029899455525579854,0.00039084773171455857,0.03364467092612502
128,0.00014485223624302113,0.04408635022894682,0.0011502996411587652
129,0.0002049958856067796,0.05537368186741499,0.014865241827451935
130,0.0006325926728905666,0.0715558586965552,0.002200983939239993
131,0.0794204238802396,0.0011767965049649515,0.011995407706655662
132,0.009397953812533453,0.0007793973150613646,0.0720599192630064
133,0.00022384394596121528,0.0052695084520099555,0.033300990712694885
134,0.010425089250413282,0.03933393398530102,0.04620663475556612
135,0.006191440239709159,0.05457087146159241,0.0019803546267931176
136,0.04142227603312673,0.0019333589038426564,0.09320361088186835
137,0.010527366827098964,0.0001221051067535509,0.004286559787722611
138,0.003593199891778466,0.06283231125478501,0.008006673109395963
139,0.0010521741241957296,0.0038296226505311263,0.015146388434915836
140,0.01241660716481367,0.00010575238123647269,0.009165529381426332
141,0.09486976361022285,0.00010828616659867837,0.07978676628714533
142,0.005452379373678575,0.022359605138250905,0.011901824118989409
143,0.00022610321633176293,0.00249956323262305,0.020882931783409102
144,0.026530342675964817,0.0007687725089883619,0.00255398188028595
145,0.00011755582013671702,0.002588144270157746,0.07567239811766294
146,0.009048424532576855,0.0021784249712237564,0.004157968623203062
147,0.00015999866270037375,0.029924931260830706,0.002208216636245296
148,0.03319729932412092,0.0003124156215158712,0.04950220310650699
149,0.002665520392520232,0.00011971874770246912,0.0010953311298737179
150,0.003751477915159539,0.003262743399604683,0.05135841210712966
151,0.0012092944029564992,0.0018246239660513522,0.001317409340126269
152,0.05275198452406121,0.00011155480146309443,0.004010159059698973
153,0.0006891701861146165,0.017476911339294285,0.010912331798451132
154,0.004611639670881176,0.0034387261539788765,0.0010419622060838228
155,0.05809366693535447,0.0337039669269804,0.0017115365659797713
156,0.018219855542142786,0.08359493236161436,0.003179937339686039
157,0.010074361108937835,0.000694038659202569,0.08318858641001675
158,0.0013990370725750357,0.00034411233345560605,0.0024329385839151813
159,0.08527288012696797,0.0012499061633306997,0.09015160123692503
160,0.0020015659805402266,0.0002204866865205813,0.0018070713912038772
161,0.040523381442014735,0.011768873092841046,0.006174989220141274
162,0.0008652116299024355,0.00013829586332961112,0.0018277720917714798
163,0.0038832715343965402,0.00017677759848471673,0.09028291855080228
164,0.0002950729674094496,0.0005902689017431244,0.011191117275748154
165,0.0018141159745584524,0.009070012013585541,0.01721979879205896
166,0.00012895037589017068,0.0006904471482461561,0.004678104686278666
167,0.01170121800783242,0.08849290094173957,0.0020180702963994075
168,0.026627907614627504,0.0003572775992645056,0.027649357813055407
169,0.00046277669933224546,0.0004939726395560566,0.004630443384036315
170,0.004098461297647806,0.027206807948261337,0.00500066702005307
171,0.0014036660997586376,0.006575796288596859,0.006510854770669316
172,0.0002538070201592749,0.0017798007159584572,0.09397314686669206
173,0.0021219781949601627,0.009024474293677932,0.010401862827233335
174,0.07827127254063694,0.0013833181668415728,0.0011995529788700022
175,0.004735058893833457,0.011048865562165404,0.0013560595217033044
176,0.0001940499333543386,0.0005213210159323273,0.013329624575276458
177,0.056021718493045596,0.00021922926227101763,0.09233207705143939
178,0.0808855035342796,0.0034877079857374704,0.0023304592319275414
179,0.00036953988699414014,0.0022781895397317926,0.004362253909760437
180,0.00046225357500504345,0.0009235448953926446,0.0563865909028972
181,0.002466539541113891,0.004991650032741808,0.002587699858986453
182,0.025878316618088107,0.00023029738241231413,0.0010583753654784993
183,0.02863181596601549,0.00018507183925627207,0.01688768042302249
184,0.0001668137867967408,0.00014661931395902342,0.0061260396834120386
185,0.00034649339016870894,0.0032459678022149735,0.0869154773362447
186,0.0033219795603608745,0.00010456400975599416,0.0028951174254727243
187,0.0004141782326887484,0.0001958237379084201,0.00933750482760391
188,0.0932094393201152,0.006999276571507437,0.002774453370752159
189,0.07979696510397132,0.07179406061277734,0.07353435095234734
190,0.0018829449388119413,0.0003590177667666656,0.006301458904851765
191,0.00036604186727702293,0.000657866153927186,0.0020998080918932247
192,0.0051880494199178645,0.055334408884461325,0.024687883993369797
193,0.08381627342126564,0.039718235702292035,0.0013295015653963186
194,0.0012264370428080932,0.010563107811713168,0.009329003166803749
195,0.02457056536326233,0.07542527261066612,0.008343264789257504
196,0.00039419298111394445,0.016582804078810704,0.0013453525129069092
197,0.0204916020272636,0.060034664607233085,0.024295505882621832
198,0.0013006035462108409,0.055097201935080324,0.009830653498666764
199,0.0018387468997395782,0.006026527802458973,0.0033505202079124412
200,0.028124141258517997,0.05283532121749836,0.0014052544788451973
201,0.03773255432084334,0.01751779265429639,0.0031331270503430508
202,0.004360383058572299,0.07409469031661231,0.06276016411851683
203,0.016477203025457403,0.00023111933355122953,0.0016407717590623027
204,0.00010020794920684016,0.006884499659964105,0.025913969269423506
205,0.00041399088091658006,0.00019700055874610566,0.038589811792531306
206,0.0009099126877397817,0.001060639166673663,0.03673458465811099
207,0.0007825575115195848,0.012218135580192727,0.004946103839120222
208,0.000930125910798732,0.0009617488513747222,0.004511520841767436
209,0.005895207981543933,0.019950951990400083,0.009118455221868839
210,0.0001354509860232516,0.013475572018792199,0.004880191542539919
211,0.056977829629346194,0.07944450144526374,0.002788960869381055
212,0.012125229982671768,0.00012780950511732974,0.05130303931209461
213,0.0024475481709744415,0.0003662698773302508,0.025820020129347167
214,0.0001630623152341832,0.00012961902563555933,0.008645132345521736
215,0.056593606368585674,0.00014638869304105877,0.07528419620132513
216,0.0001818071776664206,0.0011884280229847919,0.009022122138118208
217,0.00031203393107934104,0.0003014500454894507,0.04599699688548615
218,0.06498410155638312,0.043701737258091775,0.002368026369545176
219,0.011894326603914053,0.0002876530016887165,0.001354593702423408
220,0.0047983626868532145,0.0013346165775959208,0.01630193482081475
221,0.0518997281128168,0.010197288596953456,0.02024793646944354
222,0.03427889718794489,0.06804772952954716,0.003987015961859391
223,0.0072253008214233656,0.03784253702796609,0.06801358267332719
224,0.011043350775041883,0.004447107263335217,0.006731714546961429
225,0.00817947531014402,0.0005151632832432645,0.0016430647309328326
226,0.0001242461955687031,0.0003917002625656179,0.002845070431072515
227,0.011902476422575728,0.007947688196756461,0.002121549320330024
228,0.00034315068699751716,0.019835182617303087,0.0014153030640787216
229,0.02665874661757747,0.01612036841696051,0.0674454659726975
230,0.0068802980081117075,0.001656542115186876,0.00308921572454404
231,0.0009941399635763574,0.00017276776121770827,0.0029276563461906736
232,0.0005139869873073852,0.08307728676002243,0.007198556735095273
233,0.024950400552068267,0.023747533871292126,0.008614887883485378
234,0.005495503166163575,0.00015669635080068538,0.0012277364218412584
235,0.010912127659098955,0.00023895168213267028,0.007336769658830144
236,0.015584325936638265,0.00845271545798772,0.009130376252642467
237,0.002479711939834491,0.00029574343576159603,0.01898588686891745
238,0.002542815912124773,0.0058785110229084055,0.006428345204640753
239,0.00016018960678952047,0.05755845822313231,0.003822054711810077
240,0.05209842316243629,0.00149044940897618,0.002044449078771916
241,0.03454295223043616,0.011349640949730434,0.004598940904325181
242,0.025483887539873254,0.022189711688879437,0.006020701561126638
243,0.0032038133177581616,0.07219639206956957,0.0021472856113696065
244,0.0731349466932857,0.0002272788712629914,0.0018873754357121326
245,0.003476751194786086,0.04177326763649793,0.010885733103481853
246,0.01858714095441805,0.002994076883684438,0.00195707131395565
247,0.0004915311642215372,0.05376683433918548,0.013520703543920818
248,0.008031853321163582,0.0001595772696229728,0.02696782112500859
249,0.09044822597509335,0.000519499768148033,0.038757343656470766
250,0.008811547852803773,0.09406384841634981,0.0492538626259727
251,0.013245526621071703,0.00043334239944430736,0.08228140666791343
252,0.001079074486788193,0.0464045831268062,0.07800308898776197
253,0.08223247762040024,0.042666291339943596,0.004909149993695219
254,0.08033964663724705,0.0011910865200678504,0.029759360380983455
255,0.00022007546473830055,0.037980472527507025,0.024598620479915206
256,0.007186038324857119,0.00039102968857028145,0.007607119117486222
257,0.007975103683086257,0.053104745709630606,0.0010469369064214358
258,0.05053260636957917,0.0036016672041529127,0.003392136460573563
259,0.001464965528287278,0.0009087862158452154,0.030073311834801365
260,0.027138114014809107,0.06304756745006905,0.015958324778302935
261,0.04932057156967398,0.001627616698081267,0.0029671332593570014
262,0.061056258178337236,0.008257162590276763,0.08769501383441283
263,0.0010946356707438713,0.0007995878856493534,0.02616186901192718
264,0.07298185049473496,0.007222856747110068,0.02929779926306697
265,0.08689482718392547,0.007854911367031961,0.04665445079094184
266,0.010131110967423557,0.029526741391069023,0.00978564062719899
267,0.004459504039421621,0.012690088293995134,0.003154200553110524
268,0.00022523983366796977,0.08196140192346937,0.004812040615956706
269,0.001437932112135432,0.033150639846899796,0.004206367715592948
270,0.0003011103976994404,0.0014262456444691857,0.0048081190445512555
271,0.0016957987949752335,0.0069000796347661805,0.04836100875796214
272,0.005419485222509741,0.005433573488454536,0.048186570809592766
273,0.0001305228980278974,0.0003217027091665364,0.0015910085869760868
274,0.0011680468478759715,0.00121120208186295,0.0014585576621926964
275,0.004251020183002255,0.0003957330249421014,0.002122854904084491
276,0.00307794243418161,0.0002742039810429094,0.0020623396290232717
277,0.00013496228029331493,0.004592991019848479,0.0041011628418658646
278,0.025723119473080605,0.08016290526146254,0.050589770758245126
279,0.006681260829426935,0.0006159910759071362,0.005148115682997017
280,0.08203886641215816,0.018437470126531696,0.08298685066863963
281,0.013871465180647673,0.00022823730526945612,0.08367312520066177
282,0.0008449934010039457,0.008924661447755935,0.01709984171234381
283,0.0009750434180571052,0.005947589249389252,0.018037166088840546
284,0.07006068472408981,0.04809487671196742,0.0020326687418688334
285,0.0012996720679535653,0.004563828308660999,0.023870261055862003
286,0.0002340261769428258,0.00010310714716390025,0.03195410494930147
287,0.028085042561350356,0.0008710372813543917,0.0027618926053184618
288,0.0005627254430681366,0.09800387619841291,0.006447431458950571
289,0.020628474182245886,0.028095771551660396,0.0018461975672688475
290,0.00654588694663022,0.0004435142359928356,0.0025401859128299465
291,0.0037732770524374786,0.00029395714678186267,0.005527874465963239
292,0.043924569197242996,0.001077168779277202,0.03102216837362799
293,0.007472105016931575,0.0007167108619845015,0.001273083603782964
294,0.001953258782495344,0.010496010158226774,0.05943949843935282
295,0.0003516777661805357,0.0037025242964152058,0.021071002991883792
296,0.00011119874989277735,0.09138908020510314,0.05342198188487924
297,0.0009548683906348785,0.00013723356611637278,0.030311463056528994
298,0.010257017761984814,0.001165082219387989,0.02648508838776694
